,MCI+E2f4VP16_1,MCI+E2f4VP16_2,MCI+E2f4VP16_3,MCI+siRbl2_1,MCI+siRbl2_2,MCI+siRbl2_3,MCI+siCTL_1,MCI+siCTL_2,MCI+siCTL_3,Control_1,Control_2,Control_3
Slc38a3,4.743386117,5.26847724,4.796321585,5.561615499,5.619344312,5.396431118,5.377762863,5.524396548,5.508604213,4.018566097,3.901681057,3.948437515
Mst1,7.10667035,7.081488043,7.265866348,6.507763174,6.632981263,6.910648375,6.423294354,6.05309351,6.405054188,4.71279105,4.7583274,4.713063322
Kif9,10.85724084,10.85626426,10.84382868,10.53601936,10.56604459,10.59506659,9.263860328,9.216309919,9.141899599,8.022000564,8.04158524,8.079630292
Pth1r,6.649331646,6.618570634,6.759761277,7.549109941,7.457594527,7.382272977,7.562950853,7.568487636,7.687889645,8.012012893,8.169356039,8.06426927
Gm35775,0.804450599,0.810264239,0.809285556,0.975212059,0.891180112,0.889250399,1.040052661,0.895652403,0.966010631,0.913976142,1.363220393,1.245940821
Trank1,3.635151963,3.533922389,3.486124025,3.130305746,2.94223965,3.239579098,3.594555726,3.125852336,3.408996436,2.627483518,2.606825477,2.652562496
LOC118567682,1.235115605,1.385968228,1.480477948,1.074670491,0.908144651,1.063297734,1.068322058,0.994902287,0.989630464,0.918935549,0.912538145,0.903526558
D730003K21Rik,4.311446382,3.756977925,4.155908165,3.441776479,3.36755736,3.442618118,2.624371956,3.013365316,2.994022615,2.760510025,2.729411826,2.603366941
Gm17399,2.768017526,2.874523138,3.116537502,2.60277075,2.684463995,2.574898599,2.273156816,2.542374065,2.269003958,2.138769267,2.209903377,2.178854535
Gm33460,2.122430444,1.805111603,2.297158983,1.744880087,1.861341974,1.855743269,1.587583259,1.506825579,1.797519817,1.520164812,1.510332687,1.573421241
Dlec1,8.189138621,8.267112498,8.26657799,7.965671732,7.927773486,8.06769572,6.440958139,6.293898919,6.349321351,5.739467116,5.714356574,5.875694083
Gm2449,3.956303856,3.700106522,3.996641438,3.11963211,3.095377351,3.137802884,2.989802,2.73186978,2.79088605,2.935125914,2.744217809,2.621427594
Ttc21a,9.183086644,9.280414994,9.224215964,9.262822616,9.093028789,9.172828467,7.726718279,7.530598648,7.432179898,6.099409302,5.980294554,6.036246394
Entpd3,4.464438362,4.071256339,4.11416431,4.923098731,5.044850227,4.869464252,4.760406983,5.12121742,5.287081771,5.638808203,5.882612835,5.719268358
Ulk4,9.227251258,9.315161103,9.178765547,9.135720512,9.089888049,9.044265885,8.375274819,8.413219083,8.32397466,7.438771676,7.421926573,7.222379014
Gm34945,3.202643914,3.113158979,3.271121358,2.720200092,2.802499492,2.744098037,2.38627662,2.466169904,2.519368638,2.252655411,2.235889732,2.361645725
Gm34655,3.727038496,3.743578019,3.943063541,3.653727529,4.070473551,3.751213241,3.104061288,3.390445347,3.097512444,3.10278438,2.992662052,3.178227778
Lyzl4,1.970490543,1.814651743,1.588471836,1.317575657,1.459088762,1.308932362,1.39006197,1.395178775,1.310436953,1.242108351,1.2339222,1.299833751
Vipr1,8.791068509,8.854031068,8.765981143,7.846142631,7.809369077,7.764296117,7.389031896,7.298845568,7.396481015,5.208303892,5.301173646,5.369951416
Klhl40,7.273718654,7.206147184,7.338631829,6.085200493,6.104835157,6.064540515,5.284368752,5.37802851,4.998487307,4.66706142,4.49585334,4.624850984
Hhatl,4.086881095,4.007661984,4.045889579,3.81400302,3.935364583,3.800676265,3.332656312,3.045314944,3.15711599,3.10155183,2.822295137,2.786320327
Ccdc13,7.082444926,7.034894265,7.077544296,7.42738555,7.17205057,7.288246343,5.653142318,5.696540428,5.895580873,4.955143813,4.587925968,4.784022824
Gask1a,5.419151545,5.416022063,4.875999649,5.9251097,6.146752166,5.942580223,5.904380861,5.648903087,6.063096837,6.527511235,6.664174492,6.496996849
Clec3b,6.297550402,6.330817046,6.359019174,6.660308307,6.76286098,6.697179702,6.066322687,6.043239979,6.179398857,7.672491554,7.667071013,7.719199825
Cxcr6,5.155959265,5.16908346,5.293538994,3.985438477,4.376904201,4.194970009,4.416932506,4.526510839,4.648077497,4.120597816,3.729850094,3.763577812
Gm51701,6.097143115,6.274632784,6.318519091,5.579437142,5.779153003,5.787713361,4.803942543,5.083997068,5.167689057,4.864780605,4.711226549,4.823067652
Akap12,11.26523351,11.31069577,11.26727776,12.30739078,12.30438833,12.35549781,12.73943835,12.7528421,12.69466233,12.6885327,12.65170194,12.59786661
Ccdc170,6.266271434,5.934167138,6.13893843,5.98519933,6.15550452,6.17955825,4.589474315,4.310659308,4.500690204,3.965294506,4.05341938,4.279108414
Gm51794,1.811459466,1.616991486,1.766950954,1.362420836,1.353513538,1.275639565,1.355711576,1.36072336,1.195638565,1.209149607,1.201358334,1.337743772
Adgb,5.918579668,6.18449258,6.253277921,6.79820504,6.533733319,6.527694865,4.486617864,4.668972479,4.51783514,4.559812203,4.279656763,4.076236291
B230208H11Rik,5.3071068,4.931142424,5.04026653,3.750524615,3.466828181,3.399637895,3.148252262,3.080841524,3.463581149,2.950828382,3.253504562,3.240514986
Gm20655,4.133870499,4.279347499,4.399106117,3.049506499,3.094305528,3.146950739,2.892779635,3.173181185,3.152285838,3.531168541,3.062618326,2.995414478
4930444F02Rik,2.247073333,2.644960188,2.342411505,2.148832376,2.388717888,2.180227803,1.700399222,1.7032332,1.69857774,1.719837411,1.707609064,1.690216743
Mtfr2,7.891716814,7.876714835,7.694588638,7.674216035,7.542937823,7.785696714,7.146469182,7.127339146,7.245833742,6.454149737,6.535672823,6.422905122
Myb,12.30022677,12.33139863,12.3257432,11.19560194,11.16336799,11.19606512,10.03425858,10.01931335,10.04738885,7.540741622,7.615047242,7.539366839
Raet1e,7.97132304,7.800082002,7.943853333,7.759750664,7.754294706,7.810249125,7.433775848,7.691128996,7.534765037,6.731528546,6.606240869,6.605122727
Gm15270,0.890695698,0.821253421,0.82028307,0.82263988,0.976794017,0.973924346,0.902907626,0.905998938,0.975853206,1.299468148,1.198429093,1.147539852
Enpp3,5.244306267,5.409373183,5.368522743,6.991943945,7.093558451,7.042107353,6.9273582,6.702317048,6.823478105,6.455159858,6.49474102,6.488693577
Gm36543,4.185557143,3.980689024,3.965012808,3.186870976,3.216894218,2.913735913,2.990683322,3.18247709,3.105299694,3.258117561,2.793213711,3.173273718
Samd3,1.640692325,2.168095878,1.942999987,1.396262319,1.467857864,1.666865696,1.305559983,1.394968953,1.304214525,1.417394351,1.310892128,1.451023699
Ptprk,13.4368868,13.44396276,13.39192542,11.37254687,11.41111133,11.37274475,11.28212337,11.23222557,11.29008032,11.38528016,11.34464325,11.39106562
Themis,3.762057508,3.563621221,3.804052455,2.801881326,2.653307629,2.827442109,2.436906527,2.265053582,2.347734682,2.294115287,2.368697169,2.241923759
Rspo3,10.1334246,10.10255134,10.19753485,10.1798404,10.22843693,10.16068377,10.29120628,10.29665379,10.30573118,11.6569854,11.58601858,11.63348857
Rsph4a,9.10873618,9.126615104,8.969091989,8.828142204,8.744076958,8.946903883,7.182621402,7.12752682,6.960879568,5.701012123,5.832982417,5.592240672
Calhm4,2.676494909,2.856852718,2.699195609,2.164133352,1.929166031,2.003738973,2.010332942,2.01654545,1.843738874,1.963857127,2.026132702,2.121297181
Gm46220,4.347369137,4.200833869,4.086584022,5.870056444,5.989863598,5.924533692,4.729993342,5.040867789,5.111089883,4.902616238,5.344320701,5.059057999
Tube1,9.052702804,9.086402814,8.949612168,9.396664963,9.371686802,9.441983825,8.967430765,8.930687888,8.929742421,7.503937643,7.365487463,7.3470067
Mfsd4b1,3.075960002,3.296091302,3.231175683,3.896091075,3.727561177,3.603530561,3.235712265,3.410704327,3.482958981,3.855635839,4.041267619,4.157605664
Ddo,8.133860706,8.203503453,8.236860734,6.845020255,6.893853684,7.01517737,5.132387768,6.009535936,5.481080346,4.668370784,4.772239414,4.629858673
Ak9,9.975804067,10.01940233,9.96947182,9.13502068,9.07896131,9.196831165,7.306983857,7.340595218,7.107086765,5.714890047,5.671009565,5.643766128
Ppil6,6.694977238,6.518979029,6.525499779,6.475036881,6.390054921,6.447604913,4.817641411,5.134249249,4.804426405,4.075135023,4.167855187,4.20302092
Ccdc162,6.211159308,6.277676119,6.386537751,5.821719261,5.502294701,5.717570895,4.519708857,4.654614796,4.909942441,4.681884491,4.790942949,4.494690821
Armc2,7.539470902,7.814958135,7.612123901,7.461138744,7.318945142,7.561412683,6.253094964,6.291640256,6.298650102,5.481299166,5.402683635,5.317936076
LOC118567838,1.856162138,1.745860512,1.525754836,1.09890787,1.180970556,1.328870113,1.096468301,1.186112896,1.180242472,1.108999646,1.1011078,1.169715149
Bves,7.878850542,7.678187885,7.708471913,7.803670844,7.797369279,7.737915248,7.346810639,7.599800452,7.519077861,6.321095287,6.311712587,6.159441619
Slc35f1,7.568469869,7.444165015,7.426957963,7.363878219,7.264558389,7.282158708,6.834554719,6.779294133,6.957377446,6.090614379,6.122794494,6.14472833
Gm36229,0.652304968,0.578853883,0.573038666,0.211710765,0.210053682,0.292076699,0.210462304,0.211394736,0.20986403,0.216894886,0.212838217,0.207128484
Fam184a,7.993787446,7.903750377,7.893347383,7.32455171,7.187870079,7.366057309,7.102977745,7.18805299,7.018686373,5.723651861,5.911002397,5.741691832
Spock2,5.456608616,5.468171576,5.600093337,6.881938697,7.043378407,7.161906196,7.085427148,7.074303282,7.105363866,6.819194539,6.684446906,6.695337957
Gm26947,3.727703558,3.746733848,3.649344669,2.911927643,3.053020022,3.092755803,2.835540491,2.907919404,2.764916899,2.500292366,2.479453477,2.528679972
Npffr1,3.084440662,3.029123534,3.216648354,2.950512722,2.82686809,2.964978094,2.720303465,3.124346995,2.924301045,2.489567737,2.382676478,2.432599219
4930507D05Rik,3.200235302,3.157118322,3.036516319,2.9869581,2.626071373,2.561735368,2.139485818,2.522959234,2.221811093,2.166242074,2.149427204,2.125406766
Stox1,9.170418208,9.217208453,9.166551165,8.819123143,8.799780779,8.848380174,7.42100033,7.394750935,7.534615895,5.552985723,5.624891333,5.550147497
Dna2,8.804877043,8.84079875,8.818531299,8.933805837,9.032999766,9.039456863,8.669065984,8.692713586,8.688440498,7.550801326,7.536531124,7.425014216
Lrrtm3,6.954149573,6.82024898,6.865974862,6.703111662,6.679675866,6.82131805,6.979282901,6.705508638,6.993766781,9.321688855,9.26731722,9.293260816
Cabcoco1,4.442201465,4.544772306,4.383973996,4.613425989,4.730668739,4.786516004,3.411411924,3.932940146,3.465538084,3.258809756,3.221676108,3.168153809
Gm32931,0.957888584,0.93800721,1.046296128,0.574258581,0.869448169,0.571424793,0.572676039,0.659348182,0.571917614,0.580828608,0.57568761,0.568449261
Phyhipl,5.519015801,5.725644283,5.60655752,4.001204556,3.874794375,4.362440115,4.104219362,3.994993539,3.964701309,3.475189488,3.426727315,3.202298356
Bicc1,10.83797407,10.81793031,10.82972834,11.31560954,11.27892216,11.34512379,11.46730453,11.46520255,11.46855768,12.24468171,12.1955955,12.16239587
Rsph14,2.802103915,2.953789326,2.941980347,2.884248073,3.284172739,2.756041135,2.208737794,2.126678815,2.283822428,2.149274823,2.132643681,2.108888535
Gm40692,1.6522126,1.696274397,1.732796873,1.358860423,1.47863148,1.585282249,1.205962963,1.207457106,1.205005836,1.216330509,1.209775973,1.200644969
Adora2a,4.728751343,4.654634065,4.523822848,4.404472218,4.280204107,4.601021853,4.159494137,4.21243467,4.417574668,3.654223728,3.472916644,3.534627375
Gstt1,5.210385694,5.609326963,5.550822801,6.140567259,6.386468297,6.298229503,6.250902082,6.333100804,6.255891725,7.103630688,7.298501412,7.195546502
Gm867,8.139357775,8.127659486,8.12353491,7.939345083,7.747649023,7.830865621,6.339099639,6.130719886,5.977364372,4.973202549,4.969027067,5.258284905
Pcnt,11.98490355,12.02273861,11.92864187,11.53209823,11.52442056,11.55980535,10.96026734,10.93779915,10.88281089,10.20310571,10.18640891,10.14616613
Grin3b,3.776087376,3.575101746,4.002279313,3.808029768,4.247811916,4.296013366,4.375510363,4.065916464,4.036962355,4.848275949,4.612935015,4.963325395
Tjp3,4.622213174,4.969672923,4.807573491,4.680554125,4.545788521,4.401698022,4.098471604,4.076839424,4.228574808,3.636807197,3.654732979,3.918496411
Tbxa2r,6.602770795,6.850255242,6.700663313,7.740396678,7.812305158,7.590569153,8.000508638,8.001440698,7.868686214,7.80356373,7.993029995,8.012391744
Tle2,7.962475121,7.926124867,7.8491947,8.55847377,8.613270212,8.671447597,8.680552318,8.698675587,8.749454036,9.590943974,9.590447425,9.612971918
Gm40723,3.04645385,2.838035105,3.142916516,2.643904117,2.872689475,2.500266261,2.571313911,2.749049051,2.564940714,2.33484574,2.227620295,2.280603937
Gm40727,2.923097659,2.795656983,2.928590172,2.418838805,2.401083505,2.093464018,2.026506569,2.02892988,2.547684311,2.043364514,2.032694936,2.017898449
Platr7,1.205055411,1.305965833,1.633834388,0.975397247,0.79715386,0.796174201,0.886792071,0.799421696,0.796832739,0.808672282,0.801857224,0.792189455
Timp3,13.69986472,13.72450107,13.69154438,14.24581059,14.24510695,14.29026373,14.56848317,14.59809235,14.55075173,15.33489152,15.28292952,15.2908067
Igf1,9.638155701,9.61625083,9.682842677,10.44606789,10.54764411,10.52406693,10.67173093,10.54878026,10.72716088,11.11708895,11.07148795,11.05496203
Gm51779,3.752056754,3.973510775,4.006091914,3.316332792,3.421365917,3.019266579,3.089825001,3.101807404,3.082109911,2.802349277,2.994726162,2.932154982
Slc5a8,6.24100917,6.113697695,6.038309225,5.071746422,5.076294005,5.105244619,5.327360722,5.110183722,5.002191282,4.399552137,3.923142387,4.360394166
Slc17a8,3.563758616,3.351812944,3.664618114,3.288358298,3.25971037,3.328310672,2.805982576,2.879156813,2.799705567,2.719971451,2.522799005,2.494176686
Anks1b,8.749456971,8.7151657,8.628361043,7.639765057,7.549620015,7.5888961,7.326194236,7.425517115,7.218922028,7.062842102,6.936871308,6.84418741
LOC118567801,3.549715951,3.480733346,3.164700505,2.975085837,2.795735434,2.788063733,2.400246134,2.69425711,2.473880219,2.609324773,2.415155248,2.300199773
Cfap54,8.630295785,8.676361092,8.655768726,8.17874826,8.183310791,8.231016936,6.922355962,6.898433823,6.695741085,5.673068946,5.603494916,5.532954682
Gm32551,2.580849314,2.534871506,2.392904371,2.080561865,1.99957945,1.995140925,1.854616054,2.201475123,1.851795398,1.790634236,1.865789629,1.910337745
Gm32688,3.097538064,2.963246263,2.4137119,2.546535845,2.069737919,2.567294871,2.357458899,2.077022909,2.287310171,2.106639958,1.995332833,1.974211434
Cep83,12.20710204,12.20059696,12.13068823,11.77912325,11.79596014,11.85950025,10.77067732,10.72220556,10.80687505,10.25802394,10.12437258,10.14362294
Gm47708,2.811559826,3.017928397,3.053710895,3.325295557,3.546650678,3.446609184,2.744580079,2.755136103,2.675236757,2.412068487,2.393236514,2.443971256
Dcn,10.64840665,10.68123505,10.67363117,12.22952004,12.25859119,12.28380653,12.28653228,12.24320438,12.3208206,12.23530807,12.21097498,12.25749273
Lum,10.35384594,10.30256218,10.29746001,11.5061327,11.66764126,11.65667765,11.63204826,11.51806583,11.6723801,12.09733078,12.08472917,12.11714742
Kera,3.754656292,3.659453274,3.650647069,4.528161795,4.538771605,4.594250063,4.030297507,4.262775217,4.293051392,4.698054814,4.675778203,4.317795536
Lrriq1,9.549239292,9.5167516,9.37871124,9.543431479,9.500870306,9.513834966,7.381532965,7.63621236,7.546827936,5.929753991,5.877689484,5.711910052
Slc6a15,3.814180763,3.584112872,3.864875173,4.47040886,4.693031284,4.505337863,4.791478244,4.97353654,4.933246497,4.700134318,4.712371921,4.248277585
Ptprq,8.119066335,8.197225428,8.11528552,8.152364784,8.099258693,8.209826301,8.575344385,8.476616501,8.458498888,9.605523685,9.512279819,9.561740606
Syt1,4.49522075,4.958804189,4.804613392,5.769658922,5.39137396,5.497959596,5.562491159,5.677662962,5.469293273,7.275078267,7.354559305,7.350370282
E2f7,12.37044318,12.43186165,12.38734486,11.74845734,11.74361032,11.73107552,11.22660284,11.20054921,11.15320325,9.311950094,9.303553624,9.298854323
Caps2,6.517619858,6.472104129,6.402168311,6.436060708,6.598530189,6.544494205,5.248324521,5.270476314,5.349142127,4.746211326,4.881405548,5.014920303
Kcnc2,3.597035036,3.849536909,3.726099002,3.040624418,3.268167913,3.167212583,2.966983204,3.036683303,3.173025769,2.822665103,2.862533001,2.808564196
Lgr5,8.673024833,8.467504945,8.65926242,9.614370758,9.615137891,9.652282018,9.72896594,9.807314814,9.693931736,10.28692239,10.38560439,10.23642496
Myrfl,2.325671991,2.285204375,2.417155685,1.999644907,2.325397497,2.21800549,1.845743042,1.997293308,2.050449844,1.782845283,1.771659076,1.830644566
Best3,4.224797561,3.875400732,4.049909413,3.007235717,3.470891166,3.372155934,3.477973209,3.449573246,3.115452234,3.32576948,3.018568145,2.74761225
Mdm1,10.28796884,10.28268753,10.19748334,10.07213898,10.00976007,10.04368444,8.811080315,8.617021264,8.771499783,8.039547687,7.942437255,8.067032632
Grip1,6.366103579,6.029355663,6.147739051,5.558008784,5.550369984,5.738772986,5.950524907,5.95268946,6.141040084,5.135761501,4.852557559,4.957814007
4930471E19Rik,1.633645587,1.788503845,2.128102085,1.596609527,1.72117788,1.776506488,1.659360496,1.732207881,1.655191119,1.44803017,1.524263574,1.426725172
Gm29862,3.556435409,3.394229865,3.380247556,2.817324403,3.167456465,2.730579085,2.474028128,2.556502977,2.610734141,2.339244532,2.320210988,2.292964952
Slc26a10,4.69062271,4.775453917,4.822412048,4.971864358,5.330084499,5.402588077,5.359074953,5.401612991,4.87516999,5.849504762,6.097883228,5.997426138
Ndufa4l2,4.840227201,4.740107912,4.655954281,5.184203453,5.574187209,5.318556814,5.674318391,5.307965089,5.505607431,5.907994421,6.094509973,6.30895202
Gm16217,4.785700189,4.740147046,4.975796244,3.93067783,4.174606505,4.128374395,4.281174385,4.47527111,4.136082807,3.803899308,3.801912141,3.894853992
Nab2,10.31987878,10.26494298,10.25203905,11.02480466,11.00447063,11.07755595,11.17206066,11.17467427,11.17909969,11.59436746,11.75604332,11.70131688
Nemp1,9.567894787,9.639250747,9.565704044,9.808143421,9.768467281,9.800675386,9.01954422,8.996533331,9.09424657,8.333720295,8.257220963,8.30593464
Rdh9,1.737298233,1.89152912,1.818220366,2.029253954,1.744722192,1.949256893,2.133808279,1.962788092,1.951997745,2.360948281,2.356353235,2.358736379
8430429K09Rik,9.418661212,9.36053878,9.382779467,8.647184365,8.607475403,8.821484606,7.978219109,8.158596891,8.1265647,7.769428316,7.867534532,7.77877194
4921536K21Rik,7.06721972,7.024154054,7.102166775,7.196915623,6.879113941,6.807708802,6.028581406,6.009266368,6.196254808,5.505394847,5.70880471,5.397849302
Gm46270,2.960383754,3.265353101,3.287640613,3.168501442,3.252037173,3.129197316,2.346734218,2.512729079,2.501091445,2.63375348,2.443710993,2.480146137
Igfbp3,12.25249683,12.24451503,12.18716339,13.20395026,13.22157205,13.22632419,13.63145746,13.62813875,13.67143052,14.03324282,14.08195744,14.02926176
Pkd1l1,2.622437518,2.399556521,2.249859203,1.910128701,1.747080606,1.95993847,1.827545839,1.75334375,1.662301115,1.949550486,1.842377653,1.654403788
Sun3,3.499133851,3.436397008,3.286004163,2.964267473,2.941344882,3.159455413,2.894362982,2.511985018,2.712129279,2.782946387,2.435734757,2.55588595
Gm11992,7.704840055,7.573502748,7.589796654,7.502595193,7.323327731,7.285553105,5.841201077,5.93380289,5.908718363,4.679944875,4.739556462,4.792374793
Upp1,3.918682743,3.894718444,3.819066542,3.638644392,3.646770061,3.476103199,3.726781647,3.813258827,3.391782325,2.88372228,3.017893332,2.968030538
Gm31268,4.868094334,4.720644394,4.377563856,4.765589685,4.426022101,4.627805529,3.089198458,3.454496009,3.083339888,3.056188073,3.023236445,2.975478249
Wdpcp,9.817407934,9.86980629,9.7220611,9.514849573,9.584210596,9.665502813,8.717164394,8.666018816,8.696340168,8.195843494,8.46899356,8.405301713
Fam161a,9.001139218,9.232990107,9.117172978,9.1058193,9.113205931,9.223965655,7.902417972,7.912440627,7.943694066,7.306002277,7.170302509,7.360193733
Gm12059,6.266243173,6.238616371,6.280822428,6.20066485,6.025770616,6.208211419,5.561392403,5.438833028,5.41880864,4.616095956,4.550679892,4.691274799
Gm51887,5.160760404,4.96504341,4.714107399,4.38812064,4.053603873,4.223825217,2.936385872,3.118075972,3.100716996,3.08847109,2.95667396,2.907312424
LOC118567905,5.375964459,5.47189687,5.414050482,4.73037347,4.80875158,4.997275132,4.309330729,4.212665094,3.910570953,4.076417686,3.783352298,3.645873084
4930505A04Rik,5.399897339,5.702186537,5.61752788,5.186637335,4.569933447,5.190072444,3.922628243,4.088222571,4.148498368,3.616366464,3.846207756,3.761046258
Gm39675,1.862062505,1.864156402,1.90551356,1.574649277,1.628786671,1.684999447,1.336773356,1.338742441,1.416689016,1.350339748,1.341788874,1.476667347
Fgf18,6.896877361,6.722461592,6.725187068,7.538804803,7.303996746,7.256639873,7.595177448,7.563427807,7.571653685,8.135643585,8.137984638,8.186053083
Tlx3,2.409521139,2.423562474,2.156433918,2.172356651,2.26720998,2.026965989,2.09917877,2.169264023,2.316081673,1.82892176,1.817556716,1.801529695
Adra1b,5.98940658,6.018521745,6.003371398,6.365664212,6.091948143,6.184448774,6.432872109,6.398984504,6.46322272,7.133647069,7.335461331,7.079075341
Gm5431,5.138636752,5.05747912,5.369044189,5.8616022,5.985464669,5.628430665,5.072654372,5.181740515,5.276544313,4.232664427,4.279355815,4.317430839
9930111J21Rik1,5.80795746,5.65155911,5.298202428,5.561770829,5.875703193,5.515262015,5.326580095,5.439811076,5.21503822,4.578516305,4.321907011,4.621566829
Btnl9,2.387057556,2.141338559,2.482613735,1.979201489,1.681528986,1.755786631,1.683385085,1.601055347,1.758175769,1.712427657,1.69414877,1.741314796
Flt4,9.911644578,9.863495005,9.888335668,9.703935697,9.611040216,9.620997207,9.712562707,9.63004376,9.683947828,7.912345468,7.970552475,7.978981393
Zfp354c,8.718242185,8.777164001,8.874254866,9.360713035,9.416297208,9.481182877,9.657066502,9.694498846,9.689535716,10.33556769,10.1870885,10.18956756
Olfr1372-ps1,5.846909692,5.979248644,5.46483353,6.085051488,6.330308186,6.404730665,5.935815894,5.741786607,5.698265097,4.378945539,4.136470561,4.127355097
A430108G06Rik,4.353714461,4.375754021,4.336693279,3.871804423,4.168448777,4.128395252,3.038870713,3.190792543,3.172177798,3.1015521,2.981364485,2.853747912
Il5,2.206359008,1.798034337,1.904985705,1.675585658,1.72960041,1.785845713,1.519600471,1.439354655,1.72801141,1.451853471,1.529293755,1.429627417
Ccdc69,5.920019039,5.57826325,5.753883024,5.61968167,5.83829275,6.051967442,5.273962184,4.940510789,5.175628486,4.712340799,4.638151282,4.817164045
Fat2,5.826345694,5.971806363,5.743555338,3.935699444,3.900493972,3.376164234,3.528118607,3.667677942,3.580244255,3.319281859,3.083740719,3.110325568
Gria1,5.370604707,5.321922063,5.380751634,6.266841599,6.218703671,6.212394151,6.092780631,6.155451713,6.213146965,6.722587201,6.778111093,6.695348625
Gm12250,5.598465544,5.418382144,5.291444803,7.005974317,6.505820562,6.001302333,6.480349366,6.763109391,6.388280827,4.563942376,4.648406919,4.458648285
Fam183b,6.835432271,6.843030238,6.675838754,7.740219547,7.671901741,7.794785095,5.59810619,5.35178469,5.387739221,4.381490611,4.331451942,4.25920328
Pld6,4.490573272,4.724858559,4.559195527,3.889400048,3.999923603,4.082803709,3.555616453,3.570086993,3.43923675,3.083564003,3.480755604,3.286460995
Rasd1,4.569250928,4.421936123,3.931214994,4.335294177,4.613303837,4.639579871,4.052305588,4.174733053,4.293938175,3.429969992,3.315277335,3.394595833
Drc3,10.09969022,10.11892439,10.02147853,9.734420027,9.681771,9.779802678,8.140750788,8.020545287,7.945155864,6.519214433,6.501424879,6.61621049
Slc47a2,2.061598259,2.305569669,2.528081739,3.142646623,2.837826688,2.864386761,1.917147486,2.094917485,2.083929086,1.941581928,1.926232977,1.904267726
B9d1,10.28625143,10.27502095,10.27592751,10.17370226,10.18561528,10.17082495,9.577429847,9.507789233,9.645023449,8.943531006,8.962596848,8.980908251
Fbxw10,7.561961561,7.730981878,7.680455964,7.347544651,7.227421662,7.239648117,5.936860061,6.2677816,5.939665482,6.053468354,6.146267044,6.307857465
Gm12295,2.344858214,2.812431088,2.30574119,1.90759234,1.894518045,2.023329697,1.654079146,1.746240411,1.738788596,1.673564951,1.661311452,1.800921446
Dnah9,8.316971,8.207403523,8.166949987,8.201031331,8.115123653,8.220093338,5.766994494,5.909868705,5.594528353,5.045583108,4.935646226,4.804747872
Shisa6,6.57625052,6.720932281,6.407819744,5.537719521,5.39860765,5.300628889,5.643539247,5.347866773,5.577778262,5.479783955,5.337453426,5.031137495
Myh8,2.589238722,2.463611038,2.460487972,3.187289292,3.071566952,2.915289683,3.324578821,3.480194032,3.27649996,3.122924094,2.777331691,3.069750479
Usp43,8.293950604,8.172421687,8.356462844,7.498027827,7.43841579,7.471409216,6.861265095,6.301935368,6.613939876,4.883090531,5.084551094,4.954310635
Cfap52,10.05477689,9.96687783,9.974512946,9.719452455,9.764993696,9.892649389,7.984536544,7.651166203,7.705292774,5.943557085,5.941016032,5.854387272
Tmem107,9.936366528,9.900949996,9.952418435,10.24613893,10.255473,10.23472801,8.919776559,8.888942989,8.920231882,7.937269411,8.181790134,8.09299806
Cntrob,10.8294569,10.86866874,10.84469394,10.4391462,10.41632948,10.44504929,9.690816538,9.754503464,9.649320599,9.234575377,9.419391437,9.218128485
Dnah2,7.906529179,7.738217124,7.815359269,7.757298731,7.611372071,7.598775939,6.125031188,6.026078523,6.257318698,5.076096248,5.290126714,5.114593445
Atp1b2,4.11860076,4.328996967,4.056537103,5.665475278,5.747220759,5.959343848,5.818757405,5.710450879,5.71696348,5.034565514,5.122998304,5.06752437
Slc16a11,3.422815083,3.498327862,3.994784811,3.0573474,3.091186926,3.474217497,3.246112294,3.306609263,3.189695366,2.839665396,2.728769044,2.759560333
Bcl6b,4.765178141,5.169234054,4.891617344,4.510544373,4.498563731,4.676017528,4.396993659,4.325375873,4.082277642,3.38321976,3.429826658,3.50550034
Gm40191,3.33272954,3.240264195,3.110335512,2.656379536,3.150703151,3.01406742,2.933092011,2.718970046,3.019899482,2.700905824,2.594607703,2.484277354
Alox12,4.840831771,4.867344835,4.71809114,5.405195983,5.748245482,5.566650067,5.354784961,5.262694232,5.306021564,4.286795761,3.942607101,3.809100756
6330403K07Rik,6.060940112,6.156568963,6.219930118,7.567417775,7.514246421,7.530907236,7.209695848,7.391090819,7.294679966,7.751623245,7.84411258,7.865630849
Wscd1,7.285606322,7.21723986,7.167287615,6.774928746,6.447154598,6.573722344,5.61922876,5.460278471,5.506154871,4.551749501,4.60211135,4.461030095
Tekt1,9.2971381,9.32117318,9.230063614,8.953378644,8.845588534,8.932340776,6.522744225,6.534071581,6.592748716,5.408445271,5.266183412,5.202130194
Trpv1,3.807205591,3.978324678,3.962898783,3.462596074,3.852940545,3.544580767,3.022940669,3.156196896,2.880953106,2.766681286,2.828179703,3.203270083
Rap1gap2,11.09933262,11.04982593,11.05783104,9.527111985,9.440643043,9.444623385,9.309984113,9.324293132,9.418276317,9.546131757,9.476797872,9.44491866
Doc2b,10.62113781,10.69086849,10.52373238,9.147200055,9.174200047,9.145543166,8.312931384,8.323285303,8.311951624,7.479018023,7.4590533,7.474316995
1700016K19Rik,8.762809521,8.708079186,8.704419423,8.76593335,8.686293824,8.785080543,6.720654757,6.756860238,7.034885337,5.483739433,5.207716035,5.186794018
Trarg1,2.18446,2.200235574,2.278890619,2.438350265,2.904448016,2.484549266,2.773680524,2.92609445,2.901375221,2.966028654,2.447841092,3.042964583
